City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Flin Flon,CA,54.7682,-101.865,75.04,57,75,13.8,broken clouds
457,Kholm,RU,59.2667,32.85,58.55,82,94,5.93,light rain
458,Plettenberg Bay,ZA,-34.0527,23.3716,60.42,88,6,10.27,clear sky
459,Grindavik,IS,63.8424,-22.4338,53.55,100,100,25.32,mist
460,Mujiayingzi,CN,42.1167,118.7833,69.46,44,97,5.61,overcast clouds
461,Tura,IN,25.5198,90.2201,75.85,96,59,5.86,broken clouds
462,Ha Giang,VN,22.8333,104.9833,77.31,91,21,2.42,few clouds
463,Alpena,US,45.0617,-83.4327,68.18,99,100,3.44,overcast clouds
464,Moose Factory,CA,51.2585,-80.6094,57.18,72,0,2.3,clear sky
465,Chumikan,RU,54.7183,135.315,53.15,96,98,3.83,overcast clouds
466,Ambilobe,MG,-13.2,49.05,69.1,81,13,1.97,few clouds
467,Give,DK,55.8398,9.25,69.15,55,72,11.5,broken clouds
468,Yichun,CN,47.7,128.9,56.17,70,6,6.69,clear sky
469,Bourail,NC,-21.5667,165.4833,66.99,85,100,6.87,overcast clouds
470,Ilo,PE,-17.6394,-71.3375,61.66,67,100,9.22,overcast clouds
471,Luderitz,NA,-26.6481,15.1594,61.03,63,54,8.5,broken clouds
472,Ulloa,CO,4.7044,-75.7403,76.44,69,40,4.61,scattered clouds
473,San Vicente,AR,-26.6167,-54.1333,65.98,71,73,2.73,broken clouds
474,Road Town,VG,18.4167,-64.6167,86.04,70,40,14.97,scattered clouds
475,Nynashamn,SE,58.9034,17.9479,72.16,70,67,8.03,broken clouds
476,Griffith,US,41.5284,-87.4237,81.1,83,0,11.5,moderate rain
477,Jamame,SO,0.0722,42.7506,74.39,78,54,13.22,broken clouds
478,Florianopolis,BR,-27.6146,-48.5012,63.7,94,75,8.05,broken clouds
479,El Paso,US,31.8001,-106.2005,86.0,40,75,3.44,broken clouds
480,Port Hardy,CA,50.6996,-127.4199,59.18,82,75,4.61,broken clouds
481,Broome,US,42.2506,-75.833,91.04,66,83,7.0,broken clouds
482,Linares,CL,-35.85,-71.6,53.96,64,2,7.94,clear sky
483,Nortelandia,BR,-14.4547,-56.8028,98.82,31,47,1.81,scattered clouds
484,Verin,ES,41.9415,-7.4381,91.56,22,0,7.83,clear sky
485,Shache,CN,38.4167,77.2406,82.17,39,57,9.17,broken clouds
486,Horsham,GB,51.064,-0.3272,85.84,43,0,8.05,clear sky
487,Honiara,SB,-9.4333,159.95,75.76,91,97,2.93,overcast clouds
488,Taganak,PH,6.0833,118.3,71.74,75,99,7.36,overcast clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,65,38,12.8,scattered clouds
490,Maceio,BR,-9.6658,-35.7353,83.64,57,40,10.36,scattered clouds
491,Garowe,SO,8.4054,48.4845,84.81,36,81,20.0,broken clouds
492,Canaries,ES,28.0,-15.5,72.39,69,20,28.77,few clouds
493,Udankudi,IN,8.4333,78.0167,81.34,68,100,12.77,light rain
494,Vallenar,CL,-28.5708,-70.7581,70.47,15,1,3.53,clear sky
495,Amos,CA,48.5669,-78.1162,62.19,65,100,5.99,light rain
496,Huarmey,PE,-10.0681,-78.1522,67.62,68,67,11.03,broken clouds
497,North Bend,US,43.4065,-124.2243,59.16,100,100,8.05,overcast clouds
498,Gazli,UZ,40.1333,63.45,88.05,19,34,8.03,scattered clouds
499,Komsomolets,KZ,53.7453,62.0708,70.23,60,86,6.58,overcast clouds
500,Kismayo,SO,-0.3582,42.5454,75.2,79,81,17.31,broken clouds
501,Laguna,US,38.421,-121.4238,79.97,64,0,6.91,clear sky
502,Mecca,SA,21.4267,39.8261,92.75,49,56,9.08,moderate rain
503,Kananga,CD,-5.8958,22.4178,84.09,18,29,4.54,scattered clouds
504,Saint-Prosper,CA,46.2117,-70.4811,56.03,98,100,8.95,moderate rain
505,Debre Birhan,ET,9.6833,39.5333,49.86,93,93,2.13,overcast clouds
506,Svetlogorsk,BY,52.6333,29.7333,64.54,64,92,6.42,overcast clouds
507,Jiazi,CN,22.8779,116.067,81.0,85,99,15.39,light rain
508,Chara,RU,56.9064,118.2631,51.4,73,100,5.55,overcast clouds
509,San Quintin,MX,30.4833,-115.95,76.44,71,46,6.26,scattered clouds
510,Gavle,SE,60.6745,17.1417,68.92,51,33,5.53,scattered clouds
511,Ndele,CF,8.4109,20.6473,73.74,93,62,3.36,broken clouds
512,Sivas,TR,39.7916,37.0019,69.58,55,0,8.61,clear sky
513,Enniscorthy,IE,52.5008,-6.5578,73.81,53,11,4.43,few clouds
514,Lumsden,CA,50.6501,-104.8678,79.02,28,0,5.28,clear sky
515,Coria,ES,39.9879,-6.5377,97.45,13,0,11.1,clear sky
516,Svetlaya,RU,46.5389,138.3297,62.82,80,0,6.24,clear sky
517,Ipswich,GB,52.0592,1.1555,77.14,64,36,4.0,scattered clouds
518,Zhezkazgan,KZ,47.8043,67.7144,62.58,88,75,8.95,broken clouds
519,Polunochnoye,RU,60.8697,60.4153,70.23,59,95,3.27,overcast clouds
520,Pushkinskiye Gory,RU,57.0209,28.9103,61.97,79,98,1.63,overcast clouds
521,Tigre,AR,-34.426,-58.5796,57.34,62,40,16.11,scattered clouds
522,Marcovia,HN,13.2881,-87.3097,88.25,58,75,2.3,broken clouds
523,Christchurch,NZ,-43.5333,172.6333,38.91,85,40,6.91,light rain
524,Stornoway,GB,58.2093,-6.3865,62.56,89,100,10.36,overcast clouds
525,Clarksburg,US,39.2807,-80.3445,88.41,75,27,8.7,scattered clouds
526,Springbok,ZA,-29.6643,17.8865,55.54,31,68,9.44,broken clouds
527,Ust-Nera,RU,64.5667,143.2,60.28,88,84,2.84,broken clouds
528,Clacton-On-Sea,GB,51.7897,1.156,77.34,71,9,4.0,clear sky
529,Hohhot,CN,40.8106,111.6522,66.49,88,40,6.71,scattered clouds
530,Sosva,RU,59.1766,61.8558,68.92,83,74,4.05,light rain
531,Yulara,AU,-25.2406,130.9889,51.67,34,27,9.6,scattered clouds
532,Sanok,PL,49.5557,22.2056,65.08,100,100,8.28,overcast clouds
533,Zalantun,CN,48.0,122.7167,57.94,51,0,6.91,clear sky
534,Kamyshla,RU,54.1169,52.1426,73.31,59,97,3.94,overcast clouds
535,Sinnamary,GF,5.3833,-52.95,86.11,59,100,11.01,overcast clouds
536,Itarema,BR,-2.9248,-39.9167,87.3,50,3,18.39,clear sky
537,Arlit,NE,18.7369,7.3853,104.72,18,2,7.45,clear sky
538,Barcelos,PT,41.5388,-8.6151,80.92,60,4,6.87,clear sky
539,Bedi,IN,22.5,70.05,82.24,86,98,3.94,overcast clouds
540,Varhaug,NO,58.6147,5.6457,64.78,77,28,12.24,scattered clouds
541,Jiangyou,CN,31.7667,104.7167,78.26,89,38,3.38,scattered clouds
542,Aberdeen,GB,57.1437,-2.0981,75.49,60,20,4.61,few clouds
543,Santiago Del Estero,AR,-27.7951,-64.2615,56.28,51,100,15.43,overcast clouds
544,Kangaatsiaq,GL,68.3065,-53.4641,41.11,94,100,8.75,overcast clouds
545,Severobaykalsk,RU,55.65,109.3167,47.66,90,28,2.95,scattered clouds
546,Seydi,TM,39.4816,62.9137,84.97,18,32,5.99,scattered clouds
547,Baykit,RU,61.67,96.37,60.24,76,100,3.36,overcast clouds
548,Mitsamiouli,KM,-11.3847,43.2844,75.9,68,6,5.06,clear sky
549,Jardim,BR,-21.4803,-56.1381,76.01,71,100,4.23,light rain
550,Ahipara,NZ,-35.1667,173.1667,51.06,91,11,2.93,few clouds
551,Novosergiyevka,RU,52.0934,53.6528,78.13,41,87,6.69,overcast clouds
552,Edd,ER,13.9297,41.6925,88.59,68,95,6.51,light rain
553,Tondano,ID,1.3038,124.9112,68.09,95,100,1.03,overcast clouds
554,Saint Anthony,US,45.0205,-93.218,72.14,70,0,3.0,clear sky
555,Moissala,TD,8.3404,17.7663,74.48,90,91,2.48,moderate rain
556,Buenos Aires,AR,-34.6132,-58.3772,57.09,64,40,17.27,scattered clouds
557,Carberry,CA,49.8689,-99.3602,73.63,45,19,13.09,few clouds
558,Naron,ES,43.5167,-8.1528,89.56,54,0,18.12,clear sky
559,Sakakah,SA,29.9697,40.2064,108.97,16,2,7.4,clear sky
560,Port Blair,IN,11.6667,92.75,82.44,78,75,6.91,mist
561,Axim,GH,4.8699,-2.2405,77.59,73,63,9.37,broken clouds
562,Jumla,NP,29.2747,82.1838,63.37,89,83,2.98,broken clouds
563,Sillamae,EE,59.3997,27.7547,63.55,63,63,1.97,broken clouds
564,Varna,BG,43.2167,27.9167,87.22,60,0,16.11,clear sky
565,Dorna,RO,47.35,25.4333,62.89,94,82,1.95,broken clouds
566,Bogotol,RU,56.2078,89.5342,58.21,76,24,6.67,few clouds
567,Bathsheba,BB,13.2167,-59.5167,86.61,94,75,21.85,broken clouds
568,Yangambi,CD,0.8102,24.4336,77.31,69,84,2.15,broken clouds
569,Hervey Bay,AU,-25.2986,152.8535,55.17,71,0,9.28,clear sky
570,Naryan-Mar,RU,67.6713,53.087,59.14,57,57,12.3,broken clouds
571,Taman,RU,45.2117,36.7161,82.99,54,0,17.16,clear sky
572,Coelho Neto,BR,-4.2567,-43.0128,97.09,25,6,4.34,clear sky
573,Koshurnikovo,RU,54.1667,93.3,54.39,83,100,3.8,overcast clouds
574,Plymouth,US,41.8334,-70.8328,97.21,61,30,3.0,scattered clouds
575,Raduzhnyy,RU,62.0961,77.475,65.23,84,20,2.01,light rain
576,Dondo,MZ,-19.6094,34.7431,69.31,73,0,7.99,clear sky
577,Guarapari,BR,-20.6667,-40.4975,80.89,64,22,6.62,few clouds
578,Fatezh,RU,52.0891,35.8632,76.98,61,44,6.6,scattered clouds
579,Astana,KZ,51.1801,71.446,60.75,77,20,8.95,few clouds
580,Strezhevoy,RU,60.7333,77.5889,64.49,65,99,5.44,overcast clouds
581,Madison,US,34.7334,-86.5667,89.46,66,20,4.61,few clouds
582,Atasu,KZ,48.6814,71.6433,66.7,52,52,10.16,broken clouds
583,Rognan,NO,67.0953,15.3878,58.75,51,100,1.45,overcast clouds
584,Dunmore East,IE,52.1514,-6.9861,74.32,62,0,10.36,clear sky
585,Antofagasta,CL,-23.65,-70.4,60.08,62,30,6.78,scattered clouds
586,Dubna,RU,56.7333,37.1667,60.1,85,89,3.42,overcast clouds
587,Sorbhog,IN,26.5,90.8667,81.86,88,4,3.36,clear sky
588,Isfana,KG,39.8386,69.5306,72.16,36,53,5.95,broken clouds
589,Fomboni,KM,-12.28,43.7425,75.99,69,2,7.38,clear sky
590,Ilhabela,BR,-23.7781,-45.3581,75.42,70,100,7.07,overcast clouds
591,Burgeo,CA,47.6167,-57.6152,66.94,64,90,14.7,overcast clouds
592,Ishinomaki,JP,38.4167,141.3,76.33,91,99,5.26,overcast clouds
593,Borisoglebskiy,RU,57.2586,39.1508,59.86,87,100,4.97,overcast clouds
594,Bilma,NE,18.6853,12.9164,99.61,26,18,12.46,few clouds
595,Bayji,IQ,34.9311,43.487,98.6,12,0,10.45,clear sky
596,Manicore,BR,-5.8092,-61.3003,93.15,55,40,6.91,scattered clouds
597,Tebingtinggi,ID,3.3285,99.1625,75.42,95,88,3.8,overcast clouds
598,Ankang,CN,32.68,109.0172,81.1,84,100,1.01,overcast clouds
599,Camacha,PT,33.0833,-16.3333,71.02,64,75,14.97,broken clouds
600,Troyes,FR,48.3333,4.0833,84.25,28,0,10.36,clear sky
601,Itatskiy,RU,56.07,89.0369,58.71,81,20,5.17,few clouds
602,Zheleznodorozhnyy,RU,55.7503,38.0042,70.21,78,64,6.76,broken clouds
603,Madinat Sittah Uktubar,EG,29.8167,31.05,92.8,23,2,9.19,clear sky
604,Sambava,MG,-14.2667,50.1667,71.33,83,22,13.09,few clouds
605,Chanute,US,37.6792,-95.4572,94.44,48,79,5.77,broken clouds
606,Abu Kamal,SY,34.4506,40.9171,97.47,13,0,7.09,clear sky
607,Tanggu,CN,39.0211,117.6469,76.96,61,100,6.8,overcast clouds
608,Alekseyevsk,RU,57.8406,108.3492,49.69,91,97,3.38,overcast clouds
609,Tabou,CI,4.423,-7.3528,76.06,73,87,7.92,overcast clouds
610,Tiarei,PF,-17.5333,-149.3333,68.02,60,60,17.34,broken clouds
611,Husavik,IS,66.0449,-17.3389,57.36,57,52,19.15,broken clouds
612,Acarau,BR,-2.8856,-40.12,88.12,49,2,17.2,clear sky
613,Boende,CD,-0.2167,20.8667,82.49,53,74,1.52,broken clouds
614,Zion,US,42.4461,-87.8328,75.49,92,100,12.66,mist
615,Bobrovka,RU,54.047,61.7455,67.14,66,99,6.4,overcast clouds
616,Morros,BR,-9.4467,-46.3003,96.04,19,20,8.39,few clouds
617,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,8,10.36,clear sky
618,Imphal,IN,24.8167,93.95,70.86,97,6,1.77,clear sky
619,Porto Walter,BR,-8.2686,-72.7439,87.12,58,12,1.66,few clouds
620,Pokrovka,KG,42.3414,78.0056,61.79,71,4,2.55,clear sky
621,Tilichiki,RU,60.4667,166.1,50.68,91,59,2.08,broken clouds
622,Huangnihe,CN,43.5583,128.0239,55.13,89,35,5.77,scattered clouds
623,Liuzhou,CN,24.3126,109.3892,81.88,79,39,3.49,scattered clouds
624,Cuamba,MZ,-14.8031,36.5372,72.54,34,10,3.18,clear sky
625,North Platte,US,41.1239,-100.7654,78.26,49,0,3.0,clear sky
626,Coahuayana,MX,18.7333,-103.6833,88.32,64,69,4.74,broken clouds
627,Samarai,PG,-10.6167,150.6667,79.16,73,80,16.51,broken clouds
628,Shakhtinsk,KZ,49.71,72.5872,59.67,80,63,8.37,broken clouds
629,Emba,KZ,48.8264,58.1442,76.46,46,95,12.39,overcast clouds
630,Constitucion,CL,-35.3333,-72.4167,55.27,64,0,7.99,clear sky
631,Zar,AM,40.2588,44.732,73.42,67,70,10.83,broken clouds
632,Port Arthur,CN,38.8,121.2667,77.22,58,84,6.6,broken clouds
633,Port Keats,AU,-14.25,129.55,73.18,71,0,4.65,clear sky
634,Jizan,SA,17.3333,42.6667,81.54,67,94,7.47,overcast clouds
635,Hefei,CN,31.8639,117.2808,86.02,74,0,6.71,clear sky
636,Qujing,CN,25.4833,103.7833,60.03,91,6,2.17,clear sky
637,Erzin,TR,36.9559,36.2,76.53,81,26,6.26,scattered clouds
638,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.83,57,40,13.8,scattered clouds
639,The Valley,AI,18.217,-63.0578,87.1,70,20,19.57,few clouds
640,Shirokiy,RU,49.758,129.523,53.58,95,84,10.6,broken clouds
641,Noyabrsk,RU,63.1994,75.4507,72.73,55,38,8.79,scattered clouds
642,Chettipalaiyam,IN,10.9,77.0667,78.75,69,40,16.11,haze
643,Inuvik,CA,68.3499,-133.7218,56.41,76,40,9.22,scattered clouds
644,Vietri Sul Mare,IT,40.6687,14.7253,90.84,73,25,5.01,scattered clouds
645,Kargil,IN,34.5667,76.1,64.22,48,99,8.16,overcast clouds
646,Russell,US,32.3502,-85.1999,87.91,48,100,3.71,overcast clouds
647,Klaksvik,FO,62.2266,-6.589,52.72,81,59,14.29,broken clouds
648,Providencia,MX,28.7167,-111.5833,91.42,65,76,0.45,broken clouds
649,Tarko-Sale,RU,64.9225,77.785,73.62,58,57,12.95,broken clouds
650,Bayonet Point,US,28.3267,-82.6834,92.01,67,65,1.99,broken clouds
651,Pontarlier,FR,46.8333,6.25,79.02,38,1,8.25,clear sky
652,Nelson Bay,AU,-32.7167,152.15,53.01,96,62,11.01,broken clouds
653,Hua Hin,TH,12.5707,99.9588,74.57,92,100,10.42,light rain
654,Kaitong,CN,44.8135,123.15,62.8,64,0,8.59,clear sky
655,Sayansk,RU,54.1088,102.1648,52.74,77,0,2.19,clear sky
656,Ahar,IR,38.4774,47.0699,72.25,58,0,8.9,clear sky
657,Deulgaon Raja,IN,20.0167,76.0333,73.31,91,100,13.2,overcast clouds
658,Tamasi,HU,46.6333,18.2833,79.45,43,97,11.92,overcast clouds
659,Mount Darwin,ZW,-16.7725,31.5838,64.27,28,0,3.8,clear sky
660,Mangrol,IN,21.1167,70.1167,82.45,85,97,16.84,overcast clouds
661,Pocatello,US,42.8713,-112.4455,80.47,33,0,4.0,clear sky
662,Letka,RU,59.6011,49.4232,64.69,89,61,5.53,broken clouds
663,Tatarsk,RU,55.219,75.9828,60.33,90,34,10.49,scattered clouds
664,Luganville,VU,-15.5333,167.1667,75.76,89,8,5.7,clear sky
665,Loreto,MX,22.2667,-101.9667,73.74,34,97,11.1,overcast clouds
666,Namatanai,PG,-3.6667,152.4333,77.81,83,78,5.03,broken clouds
667,Bairiki,KI,1.3292,172.9752,80.6,83,20,8.05,few clouds
668,Tucurui,BR,-3.7661,-49.6725,96.15,31,52,5.73,broken clouds
669,Dunmore Town,BS,25.5,-76.65,83.68,76,9,15.88,clear sky
670,Dhidhdhoo,MV,6.8833,73.1,80.96,85,98,14.54,overcast clouds
671,Almaty,KZ,43.25,76.95,66.11,68,100,6.71,overcast clouds
672,Muhos,FI,64.808,25.9931,60.58,69,26,4.7,scattered clouds
673,Kibala,TD,9.1104,18.3463,87.75,62,20,5.75,few clouds
674,Vilhena,BR,-12.7406,-60.1458,86.22,51,40,5.75,scattered clouds
675,Bartlesville,US,36.7473,-95.9808,95.38,69,75,6.91,broken clouds
676,Ternate,ID,0.8,127.4,78.93,84,69,10.56,broken clouds
677,Acari,PE,-15.4311,-74.6158,71.87,53,43,9.08,scattered clouds
678,Mashhad,IR,36.297,59.6062,82.54,39,0,6.91,clear sky
679,Fethiye,TR,36.6217,29.1164,84.07,69,5,3.44,clear sky
680,Port-Gentil,GA,-0.7193,8.7815,75.16,78,75,11.5,broken clouds
681,Jiuquan,CN,39.7432,98.5174,71.37,46,1,8.28,clear sky
682,Fare,PF,-16.7,-151.0167,76.5,59,67,17.58,broken clouds
683,Baoqing,CN,46.3317,132.2111,59.14,68,2,9.84,clear sky
684,Srednekolymsk,RU,67.45,153.6833,57.11,65,22,6.49,few clouds
685,Celestun,MX,20.8667,-90.4,86.2,61,92,4.29,overcast clouds
686,Cacule,BR,-14.5033,-42.2222,90.05,23,6,7.94,clear sky
687,Ereymentau,KZ,51.6199,73.1033,58.37,80,46,5.88,scattered clouds
